Date,Voucher,Party,Product,Qty,Rate
2018-02-25,9185,VENKATESH VGIRI,CYCLE-BK-10*12,30,7.0
2018-02-25,9185,VENKATESH VGIRI,CYCLE-BK-13*16,250,13.0
2018-02-25,9185,VENKATESH VGIRI,CYCLE-BK-13*16,10,13.0
2018-02-26,9005,MAYURI CATERING,VISHNU CHOTA WINE,400,33.0
2018-02-26,9005,MAYURI CATERING,PAPER TEA-100ML,200,35.0
2018-02-26,9005,MAYURI CATERING,500ML PLASTIC BOULS,100,3.6
2018-02-26,9005,MAYURI CATERING,1000ML CONTAINER,100,8.0
2018-02-26,9005,MAYURI CATERING,GOLD LEAF SITTING,2,700.0
2018-02-26,9059,INAMADUGU-VENKAYYA,10*10 SHEET,25,138.0
2018-02-26,9059,INAMADUGU-VENKAYYA,BLACK DOG-350ML,100,26.0
2018-02-26,9060,KESAVA PROVISIONS,10*10 SHEET,25,138.0
2018-02-26,9060,KESAVA PROVISIONS,5*6 TRISUL,200,20.0
2018-02-26,9061,CHEKKA SUDHAKAR,LOOSE KIRANA,35,148.0
2018-02-26,9061,CHEKKA SUDHAKAR,DHARAM-JAGADEESH,10,25.0
2018-02-26,9061,CHEKKA SUDHAKAR,DHARAM BOX-METRO,5,40.0
2018-02-26,9061,CHEKKA SUDHAKAR,VISHNU CHOTA WINE,100,27.0
2018-02-26,9061,CHEKKA SUDHAKAR,10*10 SHEET,10,138.0
2018-02-26,9062,MS FRUITS,TIRUMALA-50(13*16),1400,14.5
2018-02-26,9062,MS FRUITS,TIRUMALA-50(16*20),600,26.5
2018-02-26,9063,SUNDHA PLASTICS,DONA-1100,7,1980.0
2018-02-26,9064,KARIMULLA-BTTR,VISHNU 300ML,50,28.0
2018-02-26,9064,KARIMULLA-BTTR,VISHNU ICE,20,18.0
2018-02-26,9064,KARIMULLA-BTTR,PAPER TEA,30,19.0
2018-02-26,9064,KARIMULLA-BTTR,90ML RANGEELA,30,15.0
2018-02-26,9065,BRHAMADEVI SUDHEER,TAMBULAM 8*11,100,14.0
2018-02-26,9065,BRHAMADEVI SUDHEER,CLASSIC COLOUR,100,28.0
2018-02-26,9066,BTR,13*16 WHITE RK,100,16.0
2018-02-26,9066,BTR,13*16 BLACK RK,50,17.0
2018-02-26,9066,BTR,GARUDA 10*12 BK,100,7.3
2018-02-26,9066,BTR,GARUDA 10*12 BLUE,100,7.3
2018-02-26,9066,BTR,LITE FOAM(1200),1,1680.0
2018-02-26,9067,SHAAR CANTEEN,SPOON SOOFY,100,25.0
2018-02-26,9067,SHAAR CANTEEN,STRECH FILM-600MTRS,5,500.0
2018-02-26,9067,SHAAR CANTEEN,HAND GLOVES 100PCS-,10,50.0
2018-02-26,9067,SHAAR CANTEEN,CHEF CAP,10,90.0
2018-02-26,9067,SHAAR CANTEEN,PRINT-16*20 CARRY,10,120.0
2018-02-26,9067,SHAAR CANTEEN,SILV-CONT-250ML(200,1,2500.0
2018-02-26,9067,SHAAR CANTEEN,SILV-CONT-450ML(150,2,2500.0
2018-02-26,9067,SHAAR CANTEEN,SILV-CONT-750ML(100,2,2500.0
2018-02-26,9067,SHAAR CANTEEN,RUBBER,3,290.0
2018-02-26,9067,SHAAR CANTEEN,10*10 SHEET,20,140.0
2018-02-26,9067,SHAAR CANTEEN,GST AMOUNT,1,4278.5
2018-02-26,9068,MAHESWARI PROVISION,PRINTING PP 1KG,5,170.0
2018-02-26,9068,MAHESWARI PROVISION,PRINTING PP 500GRAM,2,170.0
2018-02-26,9068,MAHESWARI PROVISION,HIGH COUNT 16*20 BL,10,160.0
2018-02-26,9068,MAHESWARI PROVISION,GARUDA 16*20 BLUE,20,24.0
2018-02-26,9069,BCM,14 GREEN,120,36.5
2018-02-26,9078,KVS,13*16 BK(100)KRISHN,400,17.0
2018-02-26,9078,KVS,14 GREEN,40,36.5
2018-02-26,9078,KVS,VISHNU 300ML,100,27.0
2018-02-26,9078,KVS,VISHNU ICE,40,18.0
2018-02-26,9078,KVS,BLACK DOG-350ML,40,26.0
2018-02-26,9078,KVS,PAPER TEA-65ML,40,15.0
2018-02-26,9078,KVS,"PINK PLATES-7""",80,8.0
2018-02-26,9078,KVS,ROLLS,100,17.0
2018-02-26,9079,RR SUPERMARKET-SPT,"PINK PLATES 9""",40,10.0
2018-02-26,9079,RR SUPERMARKET-SPT,"PINK PLATES 8""",80,9.0
2018-02-26,9079,RR SUPERMARKET-SPT,"PINK PLATES-7""",80,8.0
2018-02-26,9079,RR SUPERMARKET-SPT,100LEAF -SP,6,590.0
2018-02-26,9079,RR SUPERMARKET-SPT,TIFFIN PLATENO-10,30,18.0
2018-02-26,9079,RR SUPERMARKET-SPT,TIFFIN PLATENO-11,30,21.0
2018-02-26,9079,RR SUPERMARKET-SPT,"TIFFIN PLATES-9""",30,16.0
2018-02-26,9079,RR SUPERMARKET-SPT,TIFFIN PLATES NO-7,30,12.0
2018-02-26,9079,RR SUPERMARKET-SPT,PAPER TEA 80ML LONG,200,21.5
2018-02-26,9079,RR SUPERMARKET-SPT,SMART BOUL LOOSE,10,22.0
2018-02-26,9079,RR SUPERMARKET-SPT,DONA -LOOSE,10,20.0
2018-02-26,9079,RR SUPERMARKET-SPT,FANCY IC,20,20.0
2018-02-26,9079,RR SUPERMARKET-SPT,SILVER POUCH 7*9,10,55.0
2018-02-26,9079,RR SUPERMARKET-SPT,VISHNU 250ML,30,31.0
2018-02-26,9079,RR SUPERMARKET-SPT,14 GREEN,80,36.5
2018-02-26,9080,RR SUPERMARKET-SPT,14 5PLAY PLATES,1000,2.4
2018-02-26,9081,SARNESWARA TRADERS,LITE FOAM(1200),10,1600.0
2018-02-26,9081,SARNESWARA TRADERS,VISHNU CHOTA WINE,500,27.0
2018-02-26,9082,ANILFANCY,14 GREEN,40,36.5
2018-02-26,9083,PAPARAO,LOOSE KIRANA,6,150.0
2018-02-26,9083,PAPARAO,HAND GLOVE 25PCS,20,10.0
2018-02-26,9083,PAPARAO,TIRUMALA-50(16*20),100,26.0
2018-02-26,9083,PAPARAO,14 GREEN,32,36.5
2018-02-26,9084,TP13,NAPKEEN 2ND,16,8.0
2018-02-26,9084,TP13,BLACK DOG-350ML,100,25.5
2018-02-26,9084,TP13,APPLE WATER,100,21.5
2018-02-26,9084,TP13,10*12 SARAS-NAT,600,8.1
2018-02-26,9084,TP13,APPLE 300ML,10,28.5
2018-02-26,9084,TP13,CYCLE 16*20 BK-KG,11,80.0
2018-02-26,9084,TP13,PP,5,147.0
2018-02-26,9084,TP13,50GRAM RUBBER,2,350.0
2018-02-26,9084,TP13,10RS RUBBER SHEET,1,170.0
2018-02-26,9084,TP13,5 RS RUBBER SHEET,1,170.0
2018-02-26,9084,TP13,14*20 STAR-DCUT,10,92.0
2018-02-26,9084,TP13,LITE FOAM(1200),1,1620.0
2018-02-26,9084,TP13,NO-1,25,147.0
2018-02-26,9084,TP13,NO-2,25,147.0
2018-02-26,9084,TP13,10*10 TEJA,25,122.0
2018-02-26,9084,TP13,10*10 RADHA KRISHNA,25,95.0
2018-02-26,9084,TP13,APPLE WINE,100,24.0
2018-02-26,9084,TP13,PP,5,147.0
2018-02-26,9084,TP13,24*36 LINER,5,180.0
2018-02-26,9086,CHENGAREDDY-MTKR,PAPER TEA-65ML(100),160,28.0
2018-02-26,9086,CHENGAREDDY-MTKR,PAPER TEA,20,19.0
2018-02-26,9086,CHENGAREDDY-MTKR,14 GREEN,40,37.0
2018-02-26,9087,KALIYAPPAN-VGIRI,VISHNU 250ML,100,31.0
2018-02-26,9087,KALIYAPPAN-VGIRI,BLACK DOG-350ML,100,26.0
2018-02-26,9087,KALIYAPPAN-VGIRI,CYCLE-BK-13*16,100,13.5
2018-02-26,9087,KALIYAPPAN-VGIRI,CYCLE-BLU-13*16,50,13.5
2018-02-26,9087,KALIYAPPAN-VGIRI,10*12 SARAS-NAT,50,8.5
2018-02-26,9087,KALIYAPPAN-VGIRI,NIFTY 10*12 PINK,50,7.0
2018-02-26,9087,KALIYAPPAN-VGIRI,TIRUMALA-50(13*16),10,14.5
2018-02-26,9087,KALIYAPPAN-VGIRI,N0-5,2,150.0
2018-02-26,9088,GOPI BTTR,CLASSIC 300ML,80,26.0
2018-02-26,9088,GOPI BTTR,VISHNU 350ML,20,29.0
2018-02-26,9089,KARIMULLA MUTTON SH,CYCLE 13*16 BK KG,15,85.0
2018-02-26,9089,KARIMULLA MUTTON SH,13*16 BK(100)KRISHN,50,17.0
2018-02-26,9089,KARIMULLA MUTTON SH,13*16 M.W,8,100.0
2018-02-26,9089,KARIMULLA MUTTON SH,10*12 M.W,7,95.0
2018-02-26,9089,KARIMULLA MUTTON SH,CYCLE 16*20 BK-KG,5,85.0
2018-02-26,9090,VISHNU-CUTOMER,TIRUMALA-50B(10*12),300,8.3
2018-02-26,9090,VISHNU-CUTOMER,10*12 SARAS-NAT,300,8.4
2018-02-26,9091,SAIFANCY,BLACK DOG-350ML,100,26.0
2018-02-26,9093,RAJA.T-SKTH,10*15 STAR-DCUT,35,89.0
2018-02-26,9093,RAJA.T-SKTH,12*18 STAR-CUT,35,89.0
2018-02-26,9093,RAJA.T-SKTH,14*20 STAR-DCUT,35,89.0
2018-02-26,9093,RAJA.T-SKTH,9*12 STAR-DCUT,35,90.0
2018-02-26,9094,RAVI-VMR,DURGA 10*12 BK,400,5.5
2018-02-26,9095,BCM,10*10 SHEET,25,138.0
2018-02-26,9095,BCM,10*10 SIVA SHEET,25,148.0
2018-02-26,9095,BCM,TIRUMALA-50(16*20),120,26.0
2018-02-26,9109,SATYAM.J,VISHNU ICE,100,18.0
2018-02-26,9109,SATYAM.J,"TAPER ROLL 3""100MTR",6,210.0
2018-02-26,9109,SATYAM.J,10*10 TEJA,50,125.0
2018-02-26,9109,SATYAM.J,10*10 SHEET,50,137.0
2018-02-26,9110,KVKC,TIRUMALA-50(16*20),120,26.0
2018-02-26,9110,KVKC,5*6 MORE POLY,140,34.0
2018-02-26,9110,KVKC,BASKIN SPOON,20,20.0
2018-02-26,9110,KVKC,TAMBULAM 7*10,100,12.0
2018-02-26,9113,SRINU,SMARTBOUL GLA(4000),1,1680.0
2018-02-26,9113,SRINU,GARUDA 10*12 BLUE,1000,7.2
2018-02-26,9114,KVS-NPT,VISHNU 250ML,100,30.0
2018-02-26,9115,JAYLAKSHMIFANCY,TIRUMALA-50(13*16),200,14.3
2018-02-26,9115,JAYLAKSHMIFANCY,PP 7*8,5,148.0
2018-02-26,9115,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,800,6.5
2018-02-26,9115,JAYLAKSHMIFANCY,TIRUMALA-50(16*20),120,26.0
2018-02-26,9115,JAYLAKSHMIFANCY,100LEAF,1,450.0
2018-02-26,9115,JAYLAKSHMIFANCY,NO-000,5,153.0
2018-02-26,9115,JAYLAKSHMIFANCY,TIRML-CL-13*16 KG,3,120.0
2018-02-26,9115,JAYLAKSHMIFANCY,TIRML-CL-16*20,3,120.0
2018-02-26,9119,TVR,ROBO 10*12 BK,400,5.0
2018-02-26,9119,TVR,8*11 STAR-DCUT,10,100.0
2018-02-26,9119,TVR,9*12 STAR-DCUT,10,100.0
2018-02-26,9119,TVR,10*15 STAR-DCUT,10,88.0
2018-02-26,9120,SHAIK SIFULLA,VISHNU 250ML,200,31.0
2018-02-26,9120,SHAIK SIFULLA,BLACK DOG-350ML,300,26.0
2018-02-26,9120,SHAIK SIFULLA,TIRUMALA-50(16*20),480,26.25
2018-02-26,9120,SHAIK SIFULLA,CYCLE-BK-13*16,750,13.0
2018-02-26,9120,SHAIK SIFULLA,CYCLE-BK-13*16,30,13.0
2018-02-26,9120,SHAIK SIFULLA,CYCLE-BK-10*12,1480,7.0
2018-02-26,9120,SHAIK SIFULLA,CYCLE-BK-10*12,120,7.0
2018-02-26,9120,SHAIK SIFULLA,13*16 BLACK RK,500,17.0
2018-02-26,9120,SHAIK SIFULLA,24*30 COVER,50,80.0
2018-02-26,9120,SHAIK SIFULLA,20*26 COVER,60,58.0
2018-02-26,9120,SHAIK SIFULLA,10*10 TEJA,25,128.0
2018-02-26,9120,SHAIK SIFULLA,10*10 SHEET,25,138.0
2018-02-26,9120,SHAIK SIFULLA,5*6 TRISUL,200,20.0
2018-02-26,9120,SHAIK SIFULLA,TIRUMALA LEAF(9),10,365.0
2018-02-26,9120,SHAIK SIFULLA,TIRUMALA-50(13*16),200,14.5
2018-02-26,9273,TP13,DURGA 10*12 BLUE,800,5.5
2018-02-26,9273,TP13,DURGA 13*16 BLUE,400,10.5
2018-02-26,9273,TP13,10*10 TEJA,50,122.0
2018-02-26,9273,TP13,APPLE WATER,100,21.5
2018-02-26,9273,TP13,CYCLE 13*16 BK KG,25,79.0
2018-02-26,9273,TP13,LD 6*7.5(HALF LITRE,2,160.0
2018-02-26,9273,TP13,"TAPE ROLL 2"" MTRS20",2,600.0
2018-02-26,9273,TP13,PP,40,148.0
2018-02-26,9273,TP13,BLACK DOG-350ML,100,25.5
2018-02-26,9273,TP13,APPLE WINE,100,24.0
2018-02-26,9273,TP13,CLASSIC ENJOY(750),1,1320.0
2018-02-26,9273,TP13,CHANDRA 75ML TEA,50,12.0
2018-02-26,9279,LOCK,VISHNU 250ML,200,30.0
2018-02-26,9280,TP13,VISHNU 300ML,500,27.0
2018-02-26,9281,TP13,DURGA 10*12 BLUE,400,5.5
2018-02-26,9281,TP13,DURGA 13*16 BLUE,200,10.5
2018-02-26,9281,TP13,TIRUMALA LEAF(9),3,360.0
2018-02-27,9116,TVS,5*6 POLY,20,20.0
2018-02-27,9116,TVS,5 RS RUBBER SHEET,2,180.0
2018-02-27,9117,SMC CATERING-VEGURU,BASKIN SPOON,10,20.0
2018-02-27,9117,SMC CATERING-VEGURU,HAND GLOVES 100PCS-,1,50.0
2018-02-27,9118,TVS,PAPER TEA 80ML LONG,60,29.0
2018-02-27,9118,TVS,CHANDRA 75ML TEA,60,12.0
2018-02-27,9118,TVS,LARGE FANCY IC,60,18.0
2018-02-27,9121,VENUGOPAL-INAMADUGU,TIRUMALA-50(16*20),50,26.5
2018-02-27,9121,VENUGOPAL-INAMADUGU,TIRUMALA-50B(10*12),50,8.2
2018-02-27,9121,VENUGOPAL-INAMADUGU,TIFFIN PLATES NO-7,70,11.5
2018-02-27,9122,MADHUFANCY,TIRUMALA-50(13*16),50,14.5
2018-02-27,9122,MADHUFANCY,4*5 TRISUL,10,14.0
2018-02-27,9123,BASHA-PDKR,PAPER TEA 80ML LONG,120,29.0
2018-02-27,9124,LAVANYA FANCY,CYCLE-BLU-10*12,400,6.5
2018-02-27,9124,LAVANYA FANCY,CYCLE-BLU-13*16,250,12.5
2018-02-27,9124,LAVANYA FANCY,TIRUMALA-50(16*20),120,26.0
2018-02-27,9124,LAVANYA FANCY,14 GREEN,40,36.5
2018-02-27,9124,LAVANYA FANCY,LITE FOAM(1200),1,1680.0
2018-02-27,9125,LAVANYA FANCY,VISHNU 300ML,100,27.0
2018-02-27,9125,LAVANYA FANCY,VISHNU CHOTA WINE,100,27.0
2018-02-27,9126,SHAAR CANTEEN,"14""7PLY PLATES",6,370.0
2018-02-27,9126,SHAAR CANTEEN,GST AMOUNT,1,399.6
2018-02-27,9127,PPR,9*9 PGS,25,95.0
2018-02-27,9127,PPR,TIRUMALA-50(13*16),200,14.5
2018-02-27,9127,PPR,TIRUMALA-50(16*20),120,26.0
2018-02-27,9127,PPR,10*12 BK KRISHNA,100,7.8
2018-02-27,9127,PPR,13*16 WHITE RK,50,16.0
2018-02-27,9127,PPR,NO-1,3,148.0
2018-02-27,9127,PPR,NO-0,2,148.0
2018-02-27,9127,PPR,"PINK PLATES -6""",40,6.0
2018-02-27,9127,PPR,SILVER POUCH 6*8,20,180.0
2018-02-27,9127,PPR,FORK BIG,30,24.0
2018-02-27,9127,PPR,"PINK PLATES-7""",80,8.0
2018-02-27,9127,PPR,BIG M.W SPOON,30,16.0
2018-02-27,9128,CH.MALLIKARJUNA,BASKIN SPOON,100,20.0
2018-02-27,9128,CH.MALLIKARJUNA,FORK-MED,95,14.0
2018-02-27,9128,CH.MALLIKARJUNA,DURGA 13*16 BK,400,10.4
2018-02-27,9128,CH.MALLIKARJUNA,DONA-VAI-9100,2,1690.0
2018-02-27,9129,RAJASURESH,VISHNU 300ML,100,27.0
2018-02-27,9129,RAJASURESH,PAPER TEA,200,18.0
2018-02-27,9129,RAJASURESH,PAPER TEA-65ML,250,15.0
2018-02-27,9129,RAJASURESH,14 GREEN,80,36.25
2018-02-27,9129,RAJASURESH,10*12 SARAS-BK,600,8.3
2018-02-27,9129,RAJASURESH,13*16 BLACK RK,200,16.5
2018-02-27,9131,HAMPI FOODS,SWEET BOX-500GRAMS,1200,3.3
2018-02-27,9131,HAMPI FOODS,SILVER POUCH 8*10,80,80.0
2018-02-27,9131,HAMPI FOODS,"14""7PLY PLATES",6,370.0
2018-02-27,9131,HAMPI FOODS,SILVER POUCH 7*9,100,55.0
2018-02-27,9131,HAMPI FOODS,PAPER JUICE 210ML,160,50.0
2018-02-27,9131,HAMPI FOODS,SNACKS PLATES,100,14.0
2018-02-27,9131,HAMPI FOODS,GARBAGE BAGS-KGS,12,120.0
2018-02-27,9131,HAMPI FOODS,BEND STRAW,10,16.0
2018-02-27,9131,HAMPI FOODS,GST AMOUNT,1,5234.4
2018-02-27,9132,VLP,DONA-1100,2,1930.0
2018-02-27,9133,VNR,CLASSIC 300ML,100,26.0
2018-02-27,9133,VNR,APPLE 300ML,100,28.5
2018-02-27,9133,VNR,LARGE FANCY IC,130,18.0
2018-02-27,9134,CUSTOMER,ROLLS,10,20.0
2018-02-27,9134,CUSTOMER,PAPER TEA,10,20.0
2018-02-27,9134,CUSTOMER,VISHNU ICE,10,18.0
2018-02-27,9134,CUSTOMER,HAND GLOVE 25PCS,2,10.0
2018-02-27,9134,CUSTOMER,NAPKEEN 2ND,10,10.0
2018-02-27,9134,CUSTOMER,BASKIN SPOON,10,24.0
2018-02-27,9134,CUSTOMER,PAPER JUICE 210ML,7,42.0
2018-02-27,9135,GANESHMESS,5*6 ANKIT(20MIC),420,23.0
2018-02-27,9136,KESAVA PROVISIONS,VISHNU 300ML,400,27.0
2018-02-27,9136,KESAVA PROVISIONS,14 GREEN,40,36.5
2018-02-27,9137,K.SRIHARI,VISHNU 250ML,300,30.0
2018-02-27,9137,K.SRIHARI,CLASSIC 250ML,300,24.5
2018-02-27,9137,K.SRIHARI,APPLE 300ML,100,28.5
2018-02-27,9137,K.SRIHARI,VISHNU ICE,100,18.0
2018-02-27,9138,CBR,PP 4*5,5,150.0
2018-02-27,9138,CBR,PP 2.5*2.5,5,158.0
2018-02-27,9138,CBR,PP 3*3,3,153.0
2018-02-27,9138,CBR,PP 5*5,5,148.0
2018-02-27,9138,CBR,PP 5*6,5,148.0
2018-02-27,9138,CBR,TIRUMALA KIRANA,10,154.0
2018-02-27,9138,CBR,CYCLE-BLU-10*12,400,6.5
2018-02-27,9138,CBR,DHARAM-JAGADEESH,10,26.0
2018-02-27,9138,CBR,CYCLE-BLU-13*16,100,12.5
2018-02-27,9138,CBR,GANGA 10*12 100W,100,7.0
2018-02-27,9138,CBR,ROLLS-PAPER KG,10,50.0
2018-02-27,9138,CBR,VISHNU 250ML,70,30.0
2018-02-27,9138,CBR,VISHNU CHOTA WINE,100,27.0
2018-02-27,9138,CBR,FANCY IC,30,20.0
2018-02-27,9139,BALAJI PLASTICS,DONA-VAI-9100,6,1640.0
2018-02-27,9140,GV,APPLE 300ML,200,28.5
2018-02-27,9140,GV,CLASSIC 250ML,100,25.0
2018-02-27,9140,GV,BLACK DOG-350ML,200,26.0
2018-02-27,9141,LAKSHMINARASIMHA TE,BLACK DOG-350ML,100,26.0
2018-02-27,9141,LAKSHMINARASIMHA TE,VISHNU 300ML,100,27.0
2018-02-27,9141,LAKSHMINARASIMHA TE,ROBO 13*16 BLUE,400,10.0
2018-02-27,9141,LAKSHMINARASIMHA TE,HIGH COUNT 16*20,25,142.0
2018-02-27,9142,SUBRHAMANYAM-CHITWE,VISHNU 300ML,200,26.0
2018-02-27,9142,SUBRHAMANYAM-CHITWE,BLACK DOG-350ML,200,26.0
2018-02-27,9146,VENKATESWARA GENERA,CYCLE-BK-10*12,370,7.0
2018-02-27,9146,VENKATESWARA GENERA,CYCLE-BK-10*12,30,7.0
2018-02-27,9146,VENKATESWARA GENERA,CYCLE-BK-13*16,250,13.0
2018-02-27,9146,VENKATESWARA GENERA,CYCLE-BK-13*16,10,13.0
2018-02-27,9146,VENKATESWARA GENERA,TIRUMALA-50(16*20),120,26.0
2018-02-27,9146,VENKATESWARA GENERA,TIFFIN PLATENO-11,30,21.0
2018-02-27,9146,VENKATESWARA GENERA,TIFFIN PLATENO-10,30,18.0
2018-02-27,9146,VENKATESWARA GENERA,TIFFIN PLATES NO-7,30,12.0
2018-02-27,9146,VENKATESWARA GENERA,14 GREEN,40,36.5
2018-02-27,9147,JANANI PLASTICS-VGI,CYCLE-BK-10*12,370,7.0
2018-02-27,9147,JANANI PLASTICS-VGI,CYCLE-BK-10*12,30,7.0
2018-02-27,9147,JANANI PLASTICS-VGI,TIRUMALA-50(16*20),120,26.0
2018-02-27,9147,JANANI PLASTICS-VGI,PP 8*10,5,148.0
2018-02-27,9147,JANANI PLASTICS-VGI,PP 3*3,5,153.0
2018-02-27,9147,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,690.0
2018-02-27,9147,JANANI PLASTICS-VGI,9*12 100 PCS,20,68.0
2018-02-27,9147,JANANI PLASTICS-VGI,7*10 100 PCS,20,48.0
2018-02-27,9147,JANANI PLASTICS-VGI,6*9 100 PCS,20,38.0
2018-02-27,9147,JANANI PLASTICS-VGI,TIRML-BL-KG-16*20,10,125.0
2018-02-27,9282,TP13,TIRUMALA LEAF(9),1,360.0
2018-02-27,9282,TP13,PAPER TEA-100ML,9,30.0
2018-02-27,9282,TP13,APPLE WATER,100,21.5
2018-02-27,9282,TP13,10*10 SHEET,25,137.0
2018-02-27,9282,TP13,BULLET 10*12,100,4.3
2018-02-27,9282,TP13,PP,10,148.0
2018-02-27,9282,TP13,TAMBULAM 8*11,100,14.0
2018-02-27,9282,TP13,"RUBBER 1""",5,290.0
2018-02-27,9283,TP13,VISHNU 250ML,100,30.0
2018-02-27,9283,TP13,BLACK DOG-350ML,100,25.5
2018-02-28,9148,CUSTOMER,GARUDA 10*12 BLUE,100,7.3
2018-02-28,9148,CUSTOMER,GARUDA 13*16 BLUE,20,13.5
2018-02-28,9148,CUSTOMER,TIRUMALA-50(16*20),10,26.0
2018-02-28,9149,PAPARAO,10*10 TEJA,25,128.0
2018-02-28,9149,PAPARAO,"TIFFIN PLATES-9""",20,16.0
2018-02-28,9149,PAPARAO,TIFFIN PLATES NO-7,20,12.0
2018-02-28,9149,PAPARAO,TIRML-BL-KG-16*20,5,130.0
2018-02-28,9150,BSR,14 GREEN,80,36.5
2018-02-28,9150,BSR,CYCLE 10*12 BK KG,25,80.0
2018-02-28,9150,BSR,CYCLE 13*16 BK KG,25,80.0
2018-02-28,9151,V.V.SUBHARAO-VEDAYA,VISHNU 250ML,100,31.0
2018-02-28,9151,V.V.SUBHARAO-VEDAYA,VISHNU 350ML,100,30.0
2018-02-28,9152,GANGAMMA-GDR,LITE FOAM(1200),1,1680.0
2018-02-28,9152,GANGAMMA-GDR,SAGAR 80ML,200,13.0
2018-02-28,9152,GANGAMMA-GDR,APPLE WATER,50,23.0
2018-02-28,9152,GANGAMMA-GDR,BLACK DOG-350ML,50,26.0
2018-02-28,9152,GANGAMMA-GDR,PAPER TEA,30,19.0
2018-02-28,9152,GANGAMMA-GDR,10*10 SHEET,10,140.0
2018-02-28,9152,GANGAMMA-GDR,PAPER JUICE 210ML,30,42.0
2018-02-28,9152,GANGAMMA-GDR,TIRUMALA LEAF(9),1,370.0
2018-02-28,9152,GANGAMMA-GDR,VISHNU 300ML,50,27.0
2018-02-28,9152,GANGAMMA-GDR,14 GREEN,40,36.5
2018-02-28,9153,LAKSHMISAI FANCY-KO,PAPER TEA,200,18.0
2018-02-28,9153,LAKSHMISAI FANCY-KO,TIFFIN PLATENO-10,50,18.0
2018-02-28,9153,LAKSHMISAI FANCY-KO,"TIFFIN PLATES-9""",20,16.0
2018-02-28,9153,LAKSHMISAI FANCY-KO,SOFT NAPKEENS,10,20.0
2018-02-28,9153,LAKSHMISAI FANCY-KO,TIFFIN PLATES-6,20,9.0
2018-02-28,9154,A.SRINIVASULU,VISHNU 300ML,100,27.0
2018-02-28,9154,A.SRINIVASULU,BLACK DOG-350ML,100,26.0
2018-02-28,9154,A.SRINIVASULU,DHARAM-JAGADEESH,20,25.0
2018-02-28,9154,A.SRINIVASULU,ZEND-1ST,25,88.0
2018-02-28,9154,A.SRINIVASULU,CHANDRA 75ML TEA,50,12.0
2018-02-28,9154,A.SRINIVASULU,DONA -LOOSE,50,20.0
2018-02-28,9155,KATTELA DHODDI RAMA,CYCLE-BK-10*12,400,6.5
2018-02-28,9156,SREERAM ESWARAYA-AT,VISHNU 300ML,100,27.0
2018-02-28,9157,KVK,SAGAR 80ML,400,13.0
2018-02-28,9157,KVK,10*15 STAR-DCUT,35,88.0
2018-02-28,9157,KVK,9*12 STAR-DCUT,35,92.0
2018-02-28,9158,VENKATASETTY-PDKR,10*10 SIVA SHEET,25,148.0
2018-02-28,9158,VENKATASETTY-PDKR,PAPER TEA 80ML LONG,160,29.0
2018-02-28,9158,VENKATASETTY-PDKR,TIRUMALA LEAF(9),3,370.0
2018-02-28,9159,BSM-VGIRI,VISHNU 250ML,50,31.0
2018-02-28,9159,BSM-VGIRI,BLACK DOG-350ML,100,26.0
2018-02-28,9159,BSM-VGIRI,FANCY IC,50,20.0
2018-02-28,9160,BSM-VGIRI,NO-1,15,148.0
2018-02-28,9160,BSM-VGIRI,10*10 SHEET,15,138.0
2018-02-28,9161,RVRR,VISHNU CHOTA WINE,100,28.0
2018-02-28,9161,RVRR,VISHNU 300ML,100,27.0
2018-02-28,9161,RVRR,14 GREEN,40,36.5
2018-02-28,9161,RVRR,13*16 BK(100)KRISHN,230,17.0
2018-02-28,9161,RVRR,10*12 KRISHNA-BK(10,300,8.3
2018-02-28,9161,RVRR,NO-1,5,148.0
2018-02-28,9161,RVRR,NO-2,2,148.0
2018-02-28,9161,RVRR,STRAW 1.5KG BUNDLE,1,180.0
2018-02-28,9162,MADHU CHEJARLA,90ML RANGEELA,140,15.0
2018-02-28,9162,MADHU CHEJARLA,13*16 WHITE RK,500,16.0
2018-02-28,9162,MADHU CHEJARLA,CYCLE-BLU-10*12,370,7.0
2018-02-28,9162,MADHU CHEJARLA,CYCLE-BLU-10*12,30,7.0
2018-02-28,9162,MADHU CHEJARLA,10*12 SARAS-BK,300,8.5
2018-02-28,9162,MADHU CHEJARLA,10*10 SHEET,10,140.0
2018-02-28,9163,NAGESWARAO,SAGAR 80ML,100,18.0
2018-02-28,9163,NAGESWARAO,BLACK DOG-350ML,100,26.0
2018-02-28,9164,AVR-KAVALI,TIRUMALA 16*20 M.W,25,102.0
2018-02-28,9165,AVS-NPT,NO-000,25,154.0
2018-02-28,9165,AVS-NPT,NO-0,25,148.0
2018-02-28,9165,AVS-NPT,NO-1,25,148.0
2018-02-28,9165,AVS-NPT,N0-5,25,148.0
2018-02-28,9165,AVS-NPT,10*10 TEJA,25,128.0
2018-02-28,9165,AVS-NPT,TIRUMALA M.W 13*16,25,105.0
2018-02-28,9165,AVS-NPT,14 GREEN,80,36.5
2018-02-28,9165,AVS-NPT,GOLD LEAF SITTING,4,700.0
2018-02-28,9165,AVS-NPT,80 LEAF,10,340.0
2018-02-28,9165,AVS-NPT,NAPKEEN 2ND,125,9.5
